"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)"
"3220000","CDFH3301262006000002","20061013","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 수서동 749 1층, B2층 ","서울특별시 강남구 광평로 144, 1층, B2층 (수서동, 서울시립 수서청소년수련원)","06362","시립수서청소년센터","2020-07-14 17:49:33","U","2020-07-16 02:40:00.0","","207834.156216454    ","442344.083634873    "
"3220000","CDFH3301262006000003","20060705","","01","영업/정상","13","영업중","","","","","02-3466-7788","","135090","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 511  (삼성동)","","오크우드프리미어 헬스&휘트니스클럽(46)","2013-09-13 10:21:24","I","2018-08-31 23:59:59.0","","205130.591678902    ","445590.096837802    "
"3220000","CDFH3301261993000004","19930906","","01","영업/정상","13","영업중","","","","","02-531-6454","","135907","서울특별시 강남구 역삼동 603 ","서울특별시 강남구 봉은사로 130 (역삼동)","","(주)앰배서더즈(32)","2021-10-14 16:17:32","U","2021-10-16 02:40:00.0","","202482.701418444    ","444787.812950605    "
"3220000","CDFH3301262005000001","20051201","","03","폐업","03","폐업","20220701","","","","570-9900","","135504","서울특별시 강남구 도곡동 168","서울특별시 강남구 남부순환로 2763  (도곡동)","","ROI SK LEADERS VIEW 휘트니스 클럽","2022-07-01 17:21:19","U","2021-12-07 00:03:00.0","","204240.161509413","442920.436645854"
"3220000","CDFH3301261997000001","19970212","","01","영업/정상","13","영업중","","","","","02-3467-0965","","135845","서울특별시 강남구 대치동 943-19번지 ","서울특별시 강남구 테헤란로 512 (대치동)","","(주)관악신안스포츠클럽[4레인]","2016-06-22 11:25:17","I","2018-08-31 23:59:59.0","","205171.096196141    ","445006.428712237    "
"3220000","CDFH3301262020000001","20201204","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 도곡동 467-24 우성캐릭터199 ","서울특별시 강남구 언주로 118 (도곡동, 우성캐릭터199)","06295","자마이카 피트니스","2020-12-04 11:12:28","I","2020-12-06 00:23:07.0","","204518.8799802      ","442703.584823804    "
"3220000","CDFH3301262015000001","20150713","20150907","04","취소/말소/만료/정지/중지","32","신고취소","","","","","02-3015-5024","","135948","서울특별시 강남구 청담동 4-1번지 4,6층 ","서울특별시 강남구 도산대로 442, 4,6층 (청담동)","06062","(주)아시아월드짐 청담(52)","2015-09-07 15:06:29","I","2018-08-31 23:59:59.0","","203789.588128352    ","446796.128299612    "
"3230000","CDFH3301261989000001","19891226","","03","폐업","03","폐업","20090410","","","","411-4402","","138220","서울특별시 송파구 잠실동 40-1번지 (주)호텔롯데 ","서울특별시 송파구 올림픽로 240  (잠실동,(주)호텔롯데)","","롯데월드 스포츠","2009-04-10 19:11:53","I","2018-08-31 23:59:59.0","","208589.363343145    ","445455.90405262     "
"3230000","CDFH3301261989000002","19891230","","03","폐업","03","폐업","20220228","","","","","","","서울특별시 송파구 잠실동 27-11 ","서울특별시 송파구 올림픽로 211 (잠실동, 서울Y.M.C.A송파지회)","05503","서울YMCA송파지회","2022-02-28 17:40:46","U","2022-03-02 02:40:00.0","","208280.881163857    ","445596.769417879    "
"3230000","CDFH3301261990000001","19900608","","03","폐업","03","폐업","20010221","","","","","","138220","서울특별시 송파구 잠실동 85-1번지 ","서울특별시 송파구 올림픽로4길 17 (잠실동)","138892","아시아스포렉스","2011-10-30 14:20:02","I","2018-08-31 23:59:59.0","","206731.192156063    ","445148.824922026    "
"3230000","CDFH3301261991000001","19910730","","03","폐업","03","폐업","20040812","","","","421-2111","","138829","서울특별시 송파구 방이동 88번지 ","","","올림픽파크텔(대중종합체육시설)","2004-08-12 17:12:55","I","2018-08-31 23:59:59.0","","210199.45921923     ","446539.279382444    "
"3230000","CDFH3301261992000001","19921111","","03","폐업","03","폐업","20190422","","","","02  448 2051","","","서울특별시 송파구 가락동 99-3번지 제일빌딩6층19 ","서울특별시 송파구 송파대로 260 (가락동, 제일오피스텔)","05719","First J Gym","2019-04-22 11:19:24","U","2019-04-24 02:40:00.0","","210431.832858016    ","443465.4592322      "
"3230000","CDFH3301262011000001","20110907","","03","폐업","03","폐업","20150714","","","","449-2526","","138151","서울특별시 송파구 방이동 89-12번지 올림픽스포츠센타 ","서울특별시 송파구 양재대로 1222 (방이동,올림픽스포츠센타)","","올림픽스포츠센타","2015-07-15 16:18:55","I","2018-08-31 23:59:59.0","","211708.264681572    ","445907.582850538    "
"3230000","CDFH3301261994000001","19940110","","03","폐업","03","폐업","20081101","","","","425-0482","","138836","서울특별시 송파구 방이동 227-4번지 ","서울특별시 송파구 오금로 235  (방이동)","","O2 ZONE 스포츠쎈타","2008-11-03 21:26:39","I","2018-08-31 23:59:59.0","","210527.744574834    ","444984.01536348     "
"3230000","CDFH3301261996000001","19960408","","03","폐업","03","폐업","20131218","","","","404-7000","","138855","서울특별시 송파구 오금동 28번지 ","서울특별시 송파구 위례성대로22길 27-22 (오금동)","138855","(주)스포츠클럽서울레저","2013-12-18 11:35:53","I","2018-08-31 23:59:59.0","","211565.077399034    ","445013.127577724    "
"3230000","CDFH3301261996000002","19960907","","03","폐업","03","폐업","20000603","","","","","","138827","서울특별시 송파구 방이동 39-2번지 ","서울특별시 송파구 오금로11길 33  (방이동)","","청풍스포츠센타","2004-01-28 14:08:59","I","2018-08-31 23:59:59.0","","209708.127928039    ","445937.543455637    "
"3220000","CDFH3301262004000001","2004-03-02","","01","영업/정상","13","영업중","","","","","550-3600","","135-928","서울특별시 강남구 역삼동 776-8","서울특별시 강남구 논현로64길 7 (역삼동)","","강남구립 역삼 청소년 수련관(51)","2023-05-25 11:07:02","U","2022-12-04 22:07:00.0","","203548.538951818","443531.31262457"
"3230000","CDFH3301261997000001","19970403","","03","폐업","03","폐업","20030625","","","","","","138747","서울특별시 송파구 가락동 140-0번지 가락쌍용아파트상가 26호","","","에스에스앤스포렉스","2004-01-28 14:11:57","I","2018-08-31 23:59:59.0","","211259.909777857    ","443711.702922024    "
"3230000","CDFH3301262019000001","20190902","","01","영업/정상","13","영업중","","","","","02-430-9864","","","서울특별시 송파구 가락동 99-3 제일오피스텔 ","서울특별시 송파구 송파대로 260, 제일오피스텔 지하층 (가락동)","05719","(주)헬스보이짐가락프리미엄","2021-02-23 09:05:13","U","2021-02-25 02:40:00.0","","210431.832858016    ","443465.4592322      "
"3230000","CDFH3301262010000001","20101122","","01","영업/정상","13","영업중","","","","","400-8700","","","서울특별시 송파구 문정동 90 문정고등학교내 ","서울특별시 송파구 송이로34길 62 (문정동, 문정고등학교)","05809","(주)나눔체육시설","2021-08-09 16:37:10","U","2021-08-11 02:40:00.0","","211158.583786406    ","442572.332153712    "
"3230000","CDFH3301261995000001","19950719","","01","영업/정상","13","영업중","","","","","404-6240","","138857","서울특별시 송파구 오금동 51-0번지 오금근린공원내 ","서울특별시 송파구 동남로 271 (오금동)","05725","서울곰두리체육센타","2017-12-22 18:16:50","I","2018-08-31 23:59:59.0","","211618.842468751    ","444430.324517026    "
"3230000","CDFH3301261996000003","19961114","","01","영업/정상","13","영업중","","","","","02  34346169","","","서울특별시 송파구 신천동 7-19번지 시그마타워 지하1층 ","서울특별시 송파구 올림픽로 289 (신천동, 잠실시그마타워)","05510","시그마스포츠클럽","2020-05-22 10:47:56","U","2020-05-24 02:40:00.0","","208994.017991356    ","445826.545566831    "
"3230000","CDFH3301262008000001","20080111","","01","영업/정상","13","영업중","","","","","02-410-1617","","","서울특별시 송파구 방이동 88-2번지 ","서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)","05540","올림픽수영장","2018-02-23 13:51:56","I","2018-08-31 23:59:59.0","","211073.254003391    ","446095.133867515    "
"3230000","CDFH3301262021000001","20210901","","01","영업/정상","13","영업중","","","","","02-2092-6000","","","서울특별시 송파구 신천동 29-1 KT송파타워 ","서울특별시 송파구 잠실로 209, KT송파타워 (신천동)","05552","소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스","2021-09-01 09:29:08","I","2021-09-03 00:22:50.0","","209338.128679752    ","445745.524217446    "
"3130000","CDFH3301262011000003","20111004","","03","폐업","03","폐업","20220607","","","","02-6016-0070","","121270","서울특별시 마포구 상암동 1587","서울특별시 마포구 월드컵북로58길 15  (상암동)","03922","스탠포드호텔서울 휘트니스센터","2022-06-07 14:22:48","U","2021-12-06 00:09:00.0","","189919.550051873","453342.222208599"
"3220000","CDFH3301262022000002","20220608","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 74-6","서울특별시 강남구 논현로 734, 지상2층,지하3,4층 (논현동)","06049","에이 스피릿 오브 저니(A SPIRIT OF JOURNEY)","2022-06-10 17:14:37","U","2021-12-05 23:02:00.0","","202554.432678338","446183.173617335"
"3210000","CDFH3301262022000001","20220615","","01","영업/정상","13","영업중","","","","","02-3464-4970","","","서울특별시 서초구 양재동 231 현대기아자동차빌딩","서울특별시 서초구 헌릉로 12, 현대기아자동차빌딩 지하1층 (양재동)","06797","짐나지움","2022-06-15 16:34:11","I","2021-12-05 23:07:00.0","","203705.426304066","440222.152896766"
"3210000","CDFH3301262004000001","20040218","","01","영업/정상","13","영업중","","","","","3487-9933","","137867","서울특별시 서초구 서초동 1446-11 지하1층","서울특별시 서초구 서초중앙로 15 (서초동, (지1층))","137867","공우이엔씨 주식회사(슈퍼빌휘트니스)","2022-08-05 16:28:12","U","2021-12-08 00:07:00.0","","201347.665918617","442312.725051308"
"3220000","CDFH3301262014000001","20141222","","01","영업/정상","13","영업중","","","","","2016-1234","","135552","서울특별시 강남구 대치동 995-14 파크하얏트서울 22,23층","서울특별시 강남구 테헤란로 606, 22,23층 (대치동, 파크하얏트서울)","06174","파크클럽(Park Club)(51)","2022-08-18 11:03:53","U","2021-12-07 22:00:00.0","","205601.904041677","445151.509504571"
"3110000","CDFH3301262004000001","20040610","","02","휴업","02","휴업","","20220629","20230629","","02-382-2203","","122819","서울특별시 은평구 구산동 1-24 상원빌딩 지층","서울특별시 은평구 서오릉로 145 (구산동,상원빌딩 지층)","","(주)상원스포월드","2022-09-22 11:02:47","U","2021-12-08 22:04:00.0","","192563.874496397","456570.084566278"
"3000000","CDFH3301262006000001","20060706","","01","영업/정상","13","영업중","","","","","02-379-0070","","","서울특별시 종로구 구기동 105-1","서울특별시 종로구 진흥로 446 (구기동, 외 4필지)","03012","로제우스","2022-10-19 14:53:43","U","2021-10-30 22:01:00.0","","196196.102280624","456120.471852388"
"3180000","CDFH3301262007000001","20070709","","01","영업/정상","13","영업중","","","","","2090-8080","","150881","서울특별시 영등포구 여의도동 28-3 메리어트호텔 지하 1,2층","서울특별시 영등포구 여의대로 8 (여의도동,메리어트호텔 지하 1,2층)","","메리엇 수 피트니스 앤 스파","2022-11-17 18:37:43","U","2021-10-31 23:09:00.0","","192739.314354154","446552.469845648"
"3240000","CDFH3301262018000001","2018-05-17","","01","영업/정상","13","영업중","","","","","02-489-2999","","","서울특별시 강동구 성내동 531 서울성일초등학교","서울특별시 강동구 성내로15길 33, 서울성일초등학교 (성내동)","05396","(주) 다빈홀딩스 성일스포렉스","2023-05-16 13:49:48","U","2022-12-04 23:08:00.0","","211275.576090268","447440.867842363"
