"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3100000","CDFH3301022000000017","20001215","","01","영업/정상","13","영업중","","","","","","","139847","서울특별시 노원구 월계동 929-0번지 현대(아)주상가 310 ","서울특별시 노원구 석계로 49 (월계동,현대(아)주상가 310)","","용인대노원태권도체육관","2020-04-16 17:13:54","U","2020-04-18 02:40:00.0","태권도","205455.618698896    ","457358.731978332    ","체육도장업","사립","","","0","0","","",""
"3100000","CDFH3301022012000017","20121122","","01","영업/정상","13","영업중","","","","","02-930-1222","","139760","서울특별시 노원구 상계동 666-2번지 상계주공아파트 10단지복합상가 206,207호","서울특별시 노원구 한글비석로 571, 206,207호 (상계동, 상계주공10단지 복합상가)","139760","한체대 동일태권스쿨","2020-03-14 16:45:58","U","2020-03-17 02:40:00.0","태권도","204753.311083217    ","462422.956816963    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022012000018","20121128","","01","영업/정상","13","영업중","","","","","","","139859","서울특별시 노원구 중계동 430-37번지 ","서울특별시 노원구 한글비석로15길 27, 4층 (중계동)","139859","블랙벨트태권도","2020-03-14 16:46:12","U","2020-03-17 02:40:00.0","태권도","206475.39914294     ","461628.138829901    ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301022013000001","20130226","","01","영업/정상","13","영업중","","","","","02-933-9898","","139824","서울특별시 노원구 상계동 668번지 소영빌딩 4층(401,402) ","서울특별시 노원구 노원로 560, 호 (상계동, 소영빌딩 4층(401,402))","01675","건국대 금빛 태권도","2020-03-14 16:46:25","U","2020-03-17 02:40:00.0","태권도","204935.498426011    ","462133.599183677    ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301022014000001","20140828","","01","영업/정상","13","영업중","","","","","935-0227","","139822","서울특별시 노원구 상계동 649-6번지 지하1층 ","서울특별시 노원구 동일로 1532, 지층 b1,b2호 (상계동)","01674","바디복싱짐","2018-08-30 10:47:26","I","2018-08-31 23:59:59.0","권투","205047.817113796    ","462548.220392273    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022001000002","20010109","","01","영업/정상","13","영업중","","","","","","","139807","서울특별시 노원구 공릉동 567-5 2층 ","서울특별시 노원구 동일로 1032, 2층 (공릉동)","01845","미래체육관","2020-10-14 10:22:44","U","2020-10-16 02:40:00.0","태권도","206502.813833155    ","457784.818658411    ","체육도장업","사립","","","0","0","","",""
"3100000","CDFH3301022001000003","20010116","","01","영업/정상","13","영업중","","","","","","","139848","서울특별시 노원구 월계동 582번지 유치원상가(4층) ","서울특별시 노원구 초안산로 19 (월계동,유치원상가(4층))","","용인대 미르 태권도장","2020-04-16 17:11:30","U","2020-04-18 02:40:00.0","태권도","204709.625106596    ","458580.905029921    ","체육도장업","사립","","0","0","0","","",""
"3100000","CDFH3301022000000010","20000802","","01","영업/정상","13","영업중","","","","","","","139201","서울특별시 노원구 상계동 1265번지 미주동방벽운상가 2층 201호","서울특별시 노원구 동일로250길 18, 201호 (상계동,미주동방벽운상가 2층)","","용인대 금메달체육관2관","2020-03-14 16:29:52","U","2020-03-17 02:40:00.0","태권도","204922.610046493    ","464356.527197506    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022007000011","20071108","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 하계동 61-7번지 ","서울특별시 노원구 공릉로58길 127, 지하1층 (하계동, 청원빌딩)","01809","금도 검도관","2020-04-16 17:35:06","U","2020-04-18 02:40:00.0","검도","206566.190675362    ","459336.050451998    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022007000012","20071112","","01","영업/정상","13","영업중","","","","","937-3450","","","서울특별시 노원구 상계동 1113-45 흰돌교회 ","서울특별시 노원구 동일로241가길 18, 흰돌교회 2층 (상계동)","01606","엘리트 체육관","2021-01-13 09:45:48","U","2021-01-15 02:40:00.0","태권도","204693.498180807    ","463801.64757776     ","체육도장업","사립","","","","","","",""
"3200000","CDFH3301022022000008","20221229","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 945-7","서울특별시 관악구 남부순환로 1708, 지하1층 (봉천동)","08782","서울레슬링센터","2022-12-29 17:24:13","I","2021-11-01 21:01:00.0","레슬링","194597.472554678","442300.831344524","","","","","","","","",""
"3100000","CDFH3301022001000011","20010622","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 639-1 보람아파트2단지 ","서울특별시 노원구 한글비석로 474, 보람아파트2단지상가 3층 308호 (상계동)","01671","경희대대한태권도","2021-06-24 13:09:03","U","2021-06-26 02:40:00.0","태권도","205707.281107587    ","462498.174061411    ","체육도장업","사립","","0","0","","","",""
"3100000","CDFH3301022001000012","20010702","","01","영업/정상","13","영업중","","","","","","","139738","서울특별시 노원구 공릉동 743 한보상가 301호","서울특별시 노원구 공릉로46길 23, 301호 (공릉동, 한보아파트상가)","01813","공릉체육관","2020-10-14 10:26:25","U","2020-10-16 02:40:00.0","태권도","207019.727340232    ","458418.229301355    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301021999000011","19991123","","01","영업/정상","13","영업중","","","","","","","139810","서울특별시 노원구 상계동 95-199번지 정진빌딩 6층동 ","서울특별시 노원구 덕릉로 740, 6층 (상계동, 정진빌딩)","139810","한양대 엘리트 태권도","2020-03-14 16:29:22","U","2020-03-17 02:40:00.0","태권도","206671.948438285    ","462362.549885823    ","체육도장업","사립","","","0","0","","",""
"3100000","CDFH3301022001000013","20010711","","01","영업/정상","13","영업중","","","","","","","139767","서울특별시 노원구 공릉동 109-0번지 비선아파트상가301호 ","서울특별시 노원구 화랑로51길 78 (공릉동,비선아파트상가301호)","","금강태권도장","2020-04-16 18:10:47","U","2020-04-18 02:40:00.0","태권도","207642.144523897    ","458161.832815426    ","체육도장업","사립","","0","0","","","",""
"3100000","CDFH3301022001000017","20011116","","01","영업/정상","13","영업중","","","","","","","139818","서울특별시 노원구 상계동 389-520번지 201호 ","서울특별시 노원구 상계로 129 (상계동,201호)","","용문태권도장","2020-04-16 16:35:44","U","2020-04-18 02:40:00.0","태권도","206003.968802847    ","461773.125225136    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301021999000004","19990630","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","","서울특별시 노원구 상계동 651-6번지 ","서울특별시 노원구 동일로 1533, 502호 (상계동, 백산빌딩)","01620","태권마루","2020-02-10 09:46:50","U","2020-02-12 02:40:00.0","태권도","204979.099379297    ","462551.918723055    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022012000005","20120604","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139820","서울특별시 노원구 상계동 450번지 4층 ","서울특별시 노원구 한글비석로 444 (상계동,4층)","","JY복싱클럽","2020-02-10 09:43:23","U","2020-02-12 02:40:00.0","","205978.185783794    ","462367.006783272    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022004000012","20040806","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139813","서울특별시 노원구 상계동 156-96번지 ","서울특별시 노원구 한글비석로24길 33, 3층 (상계동)","01668","태권아카데미 동국대태권도장","2020-02-10 09:46:24","U","2020-02-12 02:40:00.0","","206312.75688184     ","462222.411920924    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022004000014","20040903","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139807","서울특별시 노원구 공릉동 566-20번지 2층 ","서울특별시 노원구 동일로180길 37 (공릉동,2층)","","삼한고려태권도","2020-02-10 09:48:52","U","2020-02-12 02:40:00.0","","206658.814079746    ","457822.100649643    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022004000017","20041115","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","906-2884","","139852","서울특별시 노원구 월계동 911번지 3층 ","서울특별시 노원구 덕릉로60길 182 (월계동,3층)","","특전 백두산무도관","2020-02-10 09:49:15","U","2020-02-12 02:40:00.0","","203786.584663472    ","458928.528858187    ","체육도장업","사립","","","1","638.73","","",""
"3100000","CDFH3301022005000007","20050701","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","934-7989","","139812","서울특별시 노원구 상계동 107-1482번지 2층 ","서울특별시 노원구 덕릉로112길 42 (상계동,2층)","","경희월드 태권도","2020-02-10 09:41:50","U","2020-02-12 02:40:00.0","","206979.17849497     ","462665.966600711    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022002000024","20021227","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139856","서울특별시 노원구 중계동 142-3번지 4층 ","서울특별시 노원구 덕릉로83길 6 (중계동,4층)","","명성태권도체육관","2020-02-10 09:42:34","U","2020-02-12 02:40:00.0","","206554.78404206     ","461958.534931189    ","체육도장업","사립","","0","0","0","","",""
"3100000","CDFH3301022003000001","20030120","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139854","서울특별시 노원구 중계동 69-0번지 4층 ","서울특별시 노원구 중계로12가길 29 (중계동,4층)","","황소체육관","2020-02-10 09:37:28","U","2020-02-12 02:40:00.0","","207254.060871726    ","460670.472815925    ","체육도장업","사립","","0","0","0","","",""
"3100000","CDFH3301021996000004","19960916","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139818","서울특별시 노원구 상계동 389-408번지 3층 ","서울특별시 노원구 상계로9가길 39 (상계동,3층)","","용마태권도","2020-02-10 09:39:30","U","2020-02-12 02:40:00.0","","205909.274515369    ","461900.975020623    ","체육도장업","사립","","0","0","0","","",""
"3100000","CDFH3301022002000004","20020306","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139846","서울특별시 노원구 월계동 448-3번지 ","서울특별시 노원구 광운로2나길 50 (월계동)","","월계백두산체육관","2020-02-10 09:37:53","U","2020-02-12 02:40:00.0","","205247.240325313    ","457353.229350385    ","체육도장업","사립","","0","0","0","","",""
"3100000","CDFH3301021995000004","19950825","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139813","서울특별시 노원구 상계동 156-96번지 ","서울특별시 노원구 한글비석로24길 33 (상계동)","","전무체육관","2020-02-10 09:48:03","U","2020-02-12 02:40:00.0","","206312.75688184     ","462222.411920924    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022015000008","20151208","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","","서울특별시 노원구 상계동 751-4번지 ","서울특별시 노원구 동일로216길 70, 4층 (상계동, 상계주공4단지아파트)","01755","아이사랑 태권도","2020-02-10 09:41:24","U","2020-02-12 02:40:00.0","태권도","205709.364057175    ","461086.354477127    ","체육도장업","사립","","","","1681.27","","",""
"3100000","CDFH3301022016000005","20160923","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","02-949-3009","","","서울특별시 노원구 공릉동 598-8번지 ","서울특별시 노원구 동일로173가길 42, 2층 (공릉동)","01858","경호태권도 공릉관","2020-02-10 09:47:15","U","2020-02-12 02:40:00.0","태권도","206412.945362086    ","457538.434393942    ","체육도장업","사립","","1","1","555.98","","",""
"3100000","CDFH3301022017000005","20171120","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","02-942-2226","","","서울특별시 노원구 월계동 411-53번지 성북빌딩 ","서울특별시 노원구 석계로 95, 3층 4호 (월계동)","01893","코어주짓수","2020-02-10 09:45:31","U","2020-02-12 02:40:00.0","레슬링","205332.336693036    ","457838.088858124    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301021997000010","19971022","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139818","서울특별시 노원구 상계동 393-8번지 ","서울특별시 노원구 상계로9가길 17 (상계동)","","상계태권도장","2020-02-10 09:44:38","U","2020-02-12 02:40:00.0","","205831.014865112    ","461825.290585593    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022012000013","20120928","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139823","서울특별시 노원구 상계동 652-2번지 상가 301호","서울특별시 노원구 동일로227길 47 (상계동)","01619","S복싱스쿨 3관","2020-02-10 09:47:43","U","2020-02-12 02:40:00.0","권투","204721.168505085    ","462733.457185662    ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301022009000006","20090911","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","932-3535","","139815","서울특별시 노원구 상계동 169-489번지 2층 ","서울특별시 노원구 한글비석로 405 (상계동,2층)","","상계유도관","2020-02-10 09:44:15","U","2020-02-12 02:40:00.0","","206202.140564451    ","462061.564495654    ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301022010000002","20100820","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","978-9999","","139872","서울특별시 노원구 하계동 208-23번지 2층 ","서울특별시 노원구 공릉로70길 8-3 (하계동,2층)","","비전체육관","2020-02-10 09:48:31","U","2020-02-12 02:40:00.0","","206111.856667812    ","459650.406938212    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022000000009","20000720","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","930-7003","","139815","서울특별시 노원구 상계동 169-457번지 3층 ","서울특별시 노원구 한글비석로 415 (상계동,3층)","","PARK'S 경희대태권도","2020-02-10 09:43:50","U","2020-02-12 02:40:00.0","","206147.349210511    ","462118.417920115    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022013000002","20130422","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","02-930-8623","","139812","서울특별시 노원구 상계동 107-1482번지 3층 ","서울특별시 노원구 덕릉로112길 42 (상계동)","01645","Do it !영어 태권도","2020-02-10 09:42:58","U","2020-02-12 02:40:00.0","","206979.17849497     ","462665.966600711    ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301022013000003","20130501","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","02-933-4591","","139857","서울특별시 노원구 중계동 236-3번지 A동 2층 ","서울특별시 노원구 덕릉로 623-10 (중계동)","01707","중계특공무술스토리","2020-02-10 09:46:00","U","2020-02-12 02:40:00.0","","206409.778199104    ","461261.83941494     ","체육도장업","사립","","1","","","","",""
"3100000","CDFH3301021999000010","19991123","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","935-0808","","139832","서울특별시 노원구 상계동 749-6번지 명석빌딩 601동 ","서울특별시 노원구 동일로 1354, 601동 (상계동,명석빌딩)","","새서울 태권도","2020-02-10 09:42:12","U","2020-02-12 02:40:00.0","","205426.093098282    ","460800.073453941    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301021999000007","19991007","","04","취소/말소/만료/정지/중지","35","직권말소","20200207","","","","","","139854","서울특별시 노원구 중계동 27-59번지 3층 ","서울특별시 노원구 중계로6길 14 (중계동,3층)","","한얼 태권도","2020-02-10 09:38:17","U","2020-02-12 02:40:00.0","","207345.508311081    ","460168.613932867    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301021989000013","19891226","","02","휴업","02","휴업","","20131118","20151230","","302-1506","","122882","서울특별시 은평구 신사동 24-27번지 ","서울특별시 은평구 증산로21길 8 (신사동)","","신사체육관","2013-11-18 16:29:04","I","2018-08-31 23:59:59.0","","192339.672481033    ","454857.449226509    ","체육도장업","사립","","","0","0","","",""
"3110000","CDFH3301022013000002","20130314","","03","폐업","03","폐업","20150609","","","","","","122010","서울특별시 은평구 응암동 36번지 백련산힐스테이3차  상가 113동 113호","서울특별시 은평구 백련산로 36-010 (응암동, 힐스테이3차상가 113호)","122010","용인대꿈나무태권도","2015-06-09 14:13:52","I","2018-08-31 23:59:59.0","","193981.438661003    ","455167.007998035    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022013000004","20130422","","03","폐업","03","폐업","20160414","","","","","","122855","서울특별시 은평구 불광동 281-175번지 4층 ","서울특별시 은평구 통일로 716 (불광동,4층)","","에이에스복싱","2016-04-14 09:45:50","I","2018-08-31 23:59:59.0","","193821.316740319    ","456392.063218494    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022013000005","20130715","","03","폐업","03","폐업","20201118","","","","","","","서울특별시 은평구 신사동 151-1 지층 ","서울특별시 은평구 증산로15길 69, 지층 (신사동)","03447","경일태권도장","2020-11-18 17:16:03","U","2020-11-20 02:40:00.0","","191599.169848023    ","454248.453345472    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022013000008","20130906","","03","폐업","03","폐업","20140704","","","","358-5333","","122732","서울특별시 은평구 진관동 243번지 우물골 243동 b113호 ","","","정무태권도 합기도","2014-07-04 09:07:43","I","2018-08-31 23:59:59.0","","192730.434879861    ","458527.366374634    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022014000001","20140730","","03","폐업","03","폐업","20170123","","","","","","122200","서울특별시 은평구 진관동 84번지 은평뉴타운 우물골 243동 B113호","서울특별시 은평구 진관2로 57-37, 243동 B113호 (진관동)","03306","한양대은진태권도","2017-01-23 10:36:11","I","2018-08-31 23:59:59.0","","193541.748601903    ","459318.404757978    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022016000006","20161130","","03","폐업","03","폐업","20201118","","","","","","","서울특별시 은평구 신사동 20-11 ","서울특별시 은평구 은평로 23 (신사동)","03423","YMCA체대입시태권도","2020-11-18 17:16:36","U","2020-11-20 02:40:00.0","태권도","192016.428177758    ","455098.982607732    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022017000002","20170301","","03","폐업","03","폐업","20190123","","","","","","","서울특별시 은평구 녹번동 660번지 ","서울특별시 은평구 통일로 660 (녹번동, 북한산푸르지오아파트)","03370","우리태권도화랑관","2019-03-21 10:58:17","U","2019-03-23 02:40:00.0","태권도","194412              ","456258              ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022017000005","20170911","","03","폐업","03","폐업","20190821","","","","","","","서울특별시 은평구 응암동 335-27번지 ","서울특별시 은평구 응암로14길 19, 2층 (응암동)","03469","용인대 효 태권도","2019-08-21 16:57:06","U","2019-08-23 02:40:00.0","","192814.497870745    ","454189.379216465    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022010000003","20100331","","03","폐업","03","폐업","20130903","","","","358-8978","","122856","서울특별시 은평구 불광동 239-2번지 2층 ","서울특별시 은평구 불광로 123  (불광동,2층)","","타이거 짐 태권도","2013-09-04 09:45:46","I","2018-08-31 23:59:59.0","","194012.840221993    ","457271.723397055    ","체육도장업","사립","","","","","38","",""
"3110000","CDFH3301022010000004","20100331","","03","폐업","03","폐업","20130903","","","","357-3267","","122060","서울특별시 은평구 구산동 366-3번지 2층 ","서울특별시 은평구 서오릉로 217-5  (구산동,2층)","","덕승효 태권도","2013-09-03 10:57:30","I","2018-08-31 23:59:59.0","","191915.926983037    ","456883.782468736    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022011000001","20110118","","03","폐업","03","폐업","20110823","","","","354-7075","","122739","서울특별시 은평구 진관동 28번지 은평뉴타운구파발아파트 1010동 상가 206호","서울특별시 은평구 진관3로 15-35,  206호 (진관동,은평뉴타운구파발아파트 1010동 상가)","","명문백호도장","2011-08-23 11:45:38","I","2018-08-31 23:59:59.0","","193198.057696914    ","460290.216473109    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022011000005","20110415","","03","폐업","03","폐업","20160630","","","","352-0908","","122855","서울특별시 은평구 불광동 638-1번지 ","서울특별시 은평구 진흥로 267-16 (불광동)","","소나무향기","2016-06-30 16:37:25","I","2018-08-31 23:59:59.0","","194430.530275405    ","456589.581000029    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022011000006","20110415","","03","폐업","03","폐업","20110825","","","","373-7052","","122884","서울특별시 은평구 신사동 344-16번지 3층 ","서울특별시 은평구 증산로15길 25  (신사동,3층)","","한양대태권도아카데미","2011-08-25 17:13:05","I","2018-08-31 23:59:59.0","","192005.547461367    ","454146.252599984    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022011000011","20111124","","03","폐업","03","폐업","20150630","","","","381-1113","","122908","서울특별시 은평구 응암동 8-83번지 3층 ","서울특별시 은평구 응암로 328 (응암동)","122908","지엔비짐","2015-06-30 18:06:01","I","2018-08-31 23:59:59.0","","194129.618459432    ","455122.898869179    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301022011000012","20111126","","03","폐업","03","폐업","20201118","","","","","","122808","서울특별시 은평구 갈현동 390-1 3층 ","서울특별시 은평구 통일로 937 (갈현동)","03328","와이짐","2020-11-18 17:15:26","U","2020-11-20 02:40:00.0","","192837.287423988    ","458256.586618816    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022011000013","20111227","","03","폐업","03","폐업","20141217","","","","354-0090","","122871","서울특별시 은평구 불광동 600-3번지 지층 ","서울특별시 은평구 불광로2길 10 (불광동)","122871","지앤비짐 복싱","2014-12-17 15:01:38","I","2018-08-31 23:59:59.0","","193994.748596679    ","456614.399801481    ","체육도장업","사립","","1","","","","",""
"3110000","CDFH3301021994000007","19940924","","03","폐업","03","폐업","20110908","","","","","","122838","서울특별시 은평구 대조동 48-100번지 ","서울특별시 은평구 서오릉로 128  (대조동)","","대조태권도체육관","2011-09-08 14:52:39","I","2018-08-31 23:59:59.0","","192748.808795842    ","456491.125490564    ","체육도장업","사립","","0","0","699.88","","",""
"3110000","CDFH3301021990000001","19900103","","03","폐업","03","폐업","19980331","","","","355-5100","","122842","서울특별시 은평구 대조동 187-24번지 ","서울특별시 은평구 통일로 817  (대조동)","","대광유도장","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","193147.639432277    ","457137.15515349     ","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000003","19900105","","03","폐업","03","폐업","20110324","","","","386-2785","","122920","서울특별시 은평구 응암동 427-126번지 ","서울특별시 은평구 응암로 252  (응암동)","","타잔체육관","2011-03-24 15:32:28","I","2018-08-31 23:59:59.0","","192738.381117433    ","454678.898500315    ","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000004","19900105","","03","폐업","03","폐업","20111101","","","","353-3150","","122824","서울특별시 은평구 녹번동 13-1번지 ","서울특별시 은평구 통일로 677 (녹번동)","122824","청무태권도","2011-11-02 09:25:43","I","2018-08-31 23:59:59.0","","193999.968667817    ","456053.613296264    ","체육도장업","사립","","","0","0","","",""
"3110000","CDFH3301021990000005","19900105","","03","폐업","03","폐업","20021008","","","","387-0106","","122900","서울특별시 은평구 역촌동 55-22번지 ","","","은평실내골프연습장","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000007","19900125","","03","폐업","03","폐업","20150107","","","","385-2018","","122866","서울특별시 은평구 불광동 423-9번지 ","","","국가대표배출불광경희대태권도","2015-01-07 12:45:51","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000008","19900203","","03","폐업","03","폐업","20090923","","","","352-3984","","122881","서울특별시 은평구 신사동 18-30번지 ","서울특별시 은평구 갈현로1길 7-1  (신사동)","","참피온체육관","2009-11-18 14:15:00","I","2018-08-31 23:59:59.0","","191917.84269649     ","455208.124213626    ","체육도장업","사립","","","0","0","","",""
"3110000","CDFH3301021990000009","19900226","","03","폐업","03","폐업","20190225","","","","303-8123","","122888","서울특별시 은평구 신사동 228-5번지 ","서울특별시 은평구 가좌로 331  (신사동)","","화랑체육관","2019-02-25 16:28:55","U","2019-02-27 02:40:00.0","","191844.913712646    ","454908.495429711    ","체육도장업","사립","0","","","","","",""
"3110000","CDFH3301021990000010","19900302","","03","폐업","03","폐업","19960527","","","","304-1932","","122873","서울특별시 은평구 수색동 102-20번지 ","서울특별시 은평구 수색로 250  (수색동)","","올림픽체육관","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","190774.119177382    ","453295.781525013    ","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000011","19900427","","03","폐업","03","폐업","19990112","","","","353-4264","","122858","서울특별시 은평구 불광동 281-82번지 ","서울특별시 은평구 통일로66길 5-1  (불광동)","","대권도건민체육관","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","193822.71921183     ","456471.108338671    ","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021990000012","19901120","","03","폐업","03","폐업","20061026","","","","353-5619","","122959","서울특별시 은평구 갈현동 451-23번지 ","서울특별시 은평구 연서로27길 36  (갈현동)","","한국체육관","2006-10-26 09:51:57","I","2018-08-31 23:59:59.0","","192500.82054905     ","457418.583593096    ","체육도장업","사립","0","","","","","",""
"3110000","CDFH3301021990000013","19900105","","03","폐업","03","폐업","20110906","","","","","","122902","서울특별시 은평구 역촌동 71-11번지 ","서울특별시 은평구 갈현로11길 15  (역촌동)","","청우태권도","2011-09-06 10:31:26","I","2018-08-31 23:59:59.0","","191874.923701352    ","455879.658861475    ","체육도장업","사립","0","","","","","",""
"3110000","CDFH3301021991000001","19910814","","03","폐업","03","폐업","20150305","","","","389-5090","","122814","서울특별시 은평구 갈현동 497-14번지 ","서울특별시 은평구 연서로17길 46-1 (갈현동)","","갈현유도관","2015-03-05 12:12:52","I","2018-08-31 23:59:59.0","","192204.855477845    ","456876.982017617    ","체육도장업","사립","","","","95.5","","",""
"3110000","CDFH3301021992000001","19920224","","03","폐업","03","폐업","19960802","","","","","","122900","서울특별시 은평구 역촌동 48-2번지 ","서울특별시 은평구 역말로 37  (역촌동)","","무궁체육관","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","192364.387534053    ","455968.631464757    ","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301021992000002","19920410","","03","폐업","03","폐업","19950624","","","","304-8162","","122875","서울특별시 은평구 수색동 205-515번지 ","","","참피온헬쓰클럽","2003-04-17 19:25:48","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","0","0","0","","",""
"3110000","CDFH3301022004000014","20041220","","03","폐업","03","폐업","","","","","302-9583","","122877","서울특별시 은평구 수색동 363-11번지 4층 ","서울특별시 은평구 수색로 280  (수색동,4층)","","수색신성태권도","2009-10-29 16:06:53","I","2018-08-31 23:59:59.0","","190531.332179709    ","453468.693301703    ","체육도장업","사립","","","1","1281.21","","",""
"3110000","CDFH3301022005000001","20050110","","03","폐업","03","폐업","20180201","","","","374-2980","","122874","서울특별시 은평구 수색동 144-3번지 ","서울특별시 은평구 은평터널로 12 (수색동)","03502","리틀아이태권도","2018-02-01 13:26:10","I","2018-08-31 23:59:59.0","","190780.548165959    ","453401.545995001    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022005000003","20050304","","03","폐업","03","폐업","20150305","","","","373-7870","","122918","서울특별시 은평구 응암동 325-8번지 ","서울특별시 은평구 가좌로 212 (응암동)","","연세 태권도","2015-03-05 12:17:25","I","2018-08-31 23:59:59.0","","192732.16489263     ","454113.028803998    ","체육도장업","사립","","","1","326.95","","",""
"3110000","CDFH3301022005000006","20050428","","03","폐업","03","폐업","20081205","","","","305-0134","","122924","서울특별시 은평구 응암동 590-23번지 ","서울특별시 은평구 응암로13길 14  (응암동)","","퓨마체육관","2009-04-07 13:49:58","I","2018-08-31 23:59:59.0","","192480.448629367    ","454130.620015583    ","체육도장업","사립","0","","1","1063.03","","",""
